dust_coverage_ratio,snow_coverage_ratio,bird_dropping_count,physical_damage_count,max_defect_confidence,image,cls_normal,cls_dust,cls_snow,cls_bird,cls_damage
0.0,0.0,2.207460095597213,-0.0690649787986557,0.898347350759212,1-10-_jpg.rf.4c2db0f05c823f19f26f91dfde6e0130.jpg,0,0,0,0,1
0.0,0.01161040509426483,-0.13134599417181114,2.435945140832185,0.9048765453984449,1-100-_jpg.rf.05ad637368518c4accfbcd09c0645f6e.jpg,0,0,0,0,1
0.0,0.011614369742865938,-0.13134599417181114,2.435945140832185,0.9063727143626471,1-100-_jpg.rf.249cfc5a3a5ced7f330bd1965ae8792e.jpg,0,0,0,0,1
0.0,0.011598223898695486,-0.13134599417181114,2.435945140832185,0.905062503473613,1-100-_jpg.rf.efb7fea4ca4d08c2f2fac9ce69ee9dc6.jpg,0,0,0,0,1
0.0,0.00762501663814853,-0.13134599417181114,-0.0690649787986557,0.8718743472003158,1-102-_jpg.rf.5b090b64fbfcd73e26307016037cf9bd.jpg,0,0,1,0,0
0.0,0.9841115785564413,-0.13134599417181114,2.185444128869101,0.9617685768823149,1-103-_jpg.rf.f518cfb17ef3ed627589e30b192e0c49.jpg,0,0,0,0,1
0.0,0.12992218596874017,-0.13134599417181114,0.4319370451275124,0.9238646915144185,1-105-_jpg.rf.bb787dad064e614fd9f66b24704e9eec.jpg,0,0,0,0,1
0.0,0.07645251871058234,-0.13134599417181114,0.4319370451275124,0.9709098686063959,1-105-_jpg.rf.d3fd58fcfe2b4a97f177fe77c51f937a.jpg,0,0,0,0,1
0.0,0.03337564904166259,-0.13134599417181114,-0.0690649787986557,0.8805198106138281,1-107-_jpg.rf.2072681337b74cfd3a367d5c03b272fe.jpg,0,0,0,0,1
0.0,0.03879070074812389,-0.13134599417181114,-0.0690649787986557,0.8827547212389635,1-107-_jpg.rf.41b8c59401430cdb96a661ee59371dcc.jpg,0,0,0,0,1
0.0,0.005817898237605042,-0.13134599417181114,0.18143603316442836,0.9088279598536578,1-108-_jpg.rf.2557c45b69b424b3c6fa1be39bdda5c6.jpg,0,0,0,0,1
0.0,0.005737896315974062,-0.13134599417181114,0.18143603316442836,0.9079754873119696,1-108-_jpg.rf.6ab3074c21a4a8ac6d4ffb8b094d072b.jpg,0,0,0,0,1
0.0,0.009478789354933568,-0.13134599417181114,0.18143603316442836,0.9416665987914701,1-109-_jpg.rf.0a13a1f090dc6fde68c705a3af560cd1.jpg,0,0,0,0,1
0.0,0.009534467818246895,-0.13134599417181114,0.18143603316442836,0.9441239404282556,1-109-_jpg.rf.8530755b0d9e89c4ce7f26f883672eb6.jpg,0,0,0,0,1
0.0,0.009478458410443705,-0.13134599417181114,0.18143603316442836,0.9416660597825566,1-109-_jpg.rf.8f1b70099b021376c55c45cbd762e028.jpg,0,0,0,0,1
0.0,0.009545356599268792,-0.13134599417181114,0.18143603316442836,0.9382744360289847,1-109-_jpg.rf.a8c528188031028aed89e108e77f5d95.jpg,0,0,0,0,1
0.0,0.09595003745058571,-0.13134599417181114,-0.0690649787986557,0.9717951009120509,1-111-_jpg.rf.1078098daf746fb2c58f321ba6846155.jpg,0,0,0,0,1
0.0,0.09610941470809531,-0.13134599417181114,-0.0690649787986557,0.9727142907792583,1-111-_jpg.rf.9a2556ade5401361ff06cd74b7c4dc70.jpg,0,0,0,0,1
0.0,0.036856639875917856,-0.13134599417181114,0.18143603316442836,0.9436208055524146,1-112-_jpg.rf.7e3d7497138f32aca4f559f8547e9511.jpg,0,0,1,0,0
0.0,0.037535366292518274,-0.13134599417181114,0.18143603316442836,0.9367197546527248,1-112-_jpg.rf.8f429e67cb2995a09fe2962eebf12c4f.jpg,0,0,1,0,0
0.0,0.037566342516840795,-0.13134599417181114,-0.0690649787986557,0.855357017943966,1-113-_jpg.rf.3d1cc7a8fa1a826149c50aea0c55faf4.jpg,0,0,1,0,0
0.0,0.2184479926769157,-0.13134599417181114,-0.0690649787986557,0.8560773734119599,1-114-_jpg.rf.82d2dc7c1619dae107e03e828a15d4c7.jpg,0,0,1,0,0
0.0,0.18162110309127927,-0.13134599417181114,-0.0690649787986557,0.8535585248691525,1-114-_jpg.rf.903b814a4e1a770d8c0e8aa0ea5e4abb.jpg,0,0,0,0,1
0.0,0.2160149031817354,-0.13134599417181114,-0.0690649787986557,0.8597352076789365,1-114-_jpg.rf.e7bbf1742dbbc2e608bb57293d03f6df.jpg,0,0,1,0,0
0.0,0.09308019857635112,-0.13134599417181114,0.4319370451275124,0.9262380076505726,1-117-_jpg.rf.0285cca09bc29e50fa2f76530d0015e8.jpg,0,0,0,0,1
0.0,0.09308357484299995,-0.13134599417181114,0.4319370451275124,0.9262308807549382,1-117-_jpg.rf.234494c63df7c79d364a072407357d12.jpg,0,0,0,0,1
0.0,0.09353305714688423,-0.13134599417181114,0.4319370451275124,0.9197768479142031,1-117-_jpg.rf.6e1b9cc910f58913347c26ebb50d2fc2.jpg,0,0,0,0,1
0.0,0.16175865426962519,-0.13134599417181114,-0.0690649787986557,0.9449754547318754,1-118-_jpg.rf.a49167c8fc665d52571e1cc186b6894a.jpg,0,0,0,0,1
0.0,0.16854667357724654,-0.13134599417181114,-0.0690649787986557,0.9457468363770168,1-118-_jpg.rf.ce80d0ac1945323030c58757b9b7c80e.jpg,0,0,0,0,1
0.0,0.16600584986219225,-0.13134599417181114,-0.0690649787986557,0.9592336179619809,1-118-_jpg.rf.f7fa1b8d5a1447c3eba68f395f01dc61.jpg,0,0,0,0,1
0.0,0.0894198424518235,-0.13134599417181114,-0.0690649787986557,0.9213135623266786,1-120-_jpg.rf.42a01504ccd7baac30e7c1b9e1a89056.jpg,0,0,0,0,1
0.0,0.09080423406722817,-0.13134599417181114,-0.0690649787986557,0.9203793400997717,1-120-_jpg.rf.766a9eb05b61c6eaa42af58a217fca85.jpg,0,0,0,0,1
0.0,0.014824029541980767,-0.13134599417181114,1.4339410929798488,0.9436046352850087,1-121-_jpg.rf.3e9a3c05f5d2a14f1516bb1d86ba07f7.jpg,0,0,0,0,1
0.0,0.011156596144099255,-0.13134599417181114,1.4339410929798488,0.9413256457087223,1-121-_jpg.rf.ee3d905ada88766ec4102585d46641b6.jpg,0,0,0,0,1
0.0,0.011549852474424468,-0.13134599417181114,-0.0690649787986557,0.8421704643238385,1-122-_jpg.rf.284a60a224e40d922a3b118575949002.jpg,0,0,1,0,0
0.0,0.06091445055923582,-0.13134599417181114,-0.0690649787986557,0.9408689853792035,1-123-_jpg.rf.19cb4c4facd96cd224735aa1e0caf11a.jpg,0,0,0,0,1
0.0,0.06030187699284843,-0.13134599417181114,-0.0690649787986557,0.9380703313203945,1-123-_jpg.rf.64de6a4882d8fda589d34d9d6eacc223.jpg,0,0,0,0,1
0.0,0.04890363066076676,-0.13134599417181114,0.18143603316442836,0.8968916673534039,1-124-_jpg.rf.0dc0d76658b3c182cd667275faab776f.jpg,0,0,0,0,1
0.0,0.04934837650001735,-0.13134599417181114,0.18143603316442836,0.8917644947881431,1-124-_jpg.rf.11bd5470e478e79c0622dcce96b74f99.jpg,0,0,0,0,1
0.0,0.049443084077173335,-0.13134599417181114,0.18143603316442836,0.8937872754608646,1-124-_jpg.rf.5a762ec7c5a4863f4ef65a6df6a5a330.jpg,0,0,0,0,1
0.0,0.02027816659772004,-0.13134599417181114,-0.0690649787986557,0.8595807516802704,1-125-_jpg.rf.20b5ad7920b1ae548ad0458a0533e69d.jpg,0,0,0,0,1
0.0,0.020321454954428136,-0.13134599417181114,-0.0690649787986557,0.8578684401417426,1-125-_jpg.rf.7d84f4f59caf40989bcdc393533e62ab.jpg,0,0,0,0,1
0.0,0.020045904663997013,-0.13134599417181114,-0.0690649787986557,0.8608048409228982,1-125-_jpg.rf.9c5a40f87c601b5f880addb1a38a9c8b.jpg,0,0,0,0,1
0.0,0.0,-0.13134599417181114,-0.31956599076173975,0.0,1-127-_jpg.rf.039e35b98445f10436f2fb07f00401f9.jpg,0,0,0,0,0
0.08540496746607189,0.0,-0.13134599417181114,2.686446152795269,0.9539854079506929,1-13-_jpg.rf.57d0ab7f6ddc93c6ba1b0a2919e7e822.jpg,0,0,0,0,1
0.08310096973732349,0.0,-0.13134599417181114,2.435945140832185,0.9588458908835146,1-13-_jpg.rf.88e52625360afde71225590aff7a5957.jpg,0,0,0,0,1
0.058944095862510905,0.0,-0.13134599417181114,-0.31956599076173975,0.7824043175332652,1-15-_jpg.rf.9fc1a33fdfbf013b38cdb306f29f5c98.jpg,0,1,0,0,0
0.15864378210329402,0.0,-0.13134599417181114,1.934943116906017,0.9209942893802308,1-17-_jpg.rf.750b3bb4a111a59d047fecc93769838e.jpg,0,0,0,0,1
0.15800974722575664,0.0,-0.13134599417181114,1.934943116906017,0.9184657985668591,1-17-_jpg.rf.7f6e06acd2d0a30c2ec569989637dbb0.jpg,0,0,0,0,1
